query,backend,total_latency_sec,retrieval_latency_sec,recall_at_k,mrr_at_k,rouge_l_f1,generated_answer,retrieved_ids,relevant_ids
¿Cómo se articula el mecanismo de justicia transicional colombiano en sus componentes fundamentales y cuál fue la duración prevista inicialmente para la entidad encargada de la verdad?,solr,0.06296992301940918,0.05191540718078613,0.0,0.0,0.028571428571428574,Error al generar la respuesta: name 'prompt' is not defined,26-«Los enemigos agazapados de la paz».txt_0037|02-introducción.txt_0050|32-La guerra sucia.txt_0033|32-La guerra sucia.txt_0026|01-prólogo.txt_0016,01-prólogo.txt_0003|01-prólogo.txt_0004
¿Cómo se articula el mecanismo de justicia transicional colombiano en sus componentes fundamentales y cuál fue la duración prevista inicialmente para la entidad encargada de la verdad?,milvus,0.21375489234924316,0.031818389892578125,0.0,0.0,0.028571428571428574,Error al generar la respuesta: name 'prompt' is not defined,"02-introducción.txt_0051|02-introducción.txt_0050|35-No es el pasado, es el futuro.txt_0004|02-introducción.txt_0006|02-introducción.txt_0005",01-prólogo.txt_0003|01-prólogo.txt_0004
"¿Cuál fue el interrogante central que guio el estudio de las causas profundas del conflicto, y a qué grupos influyentes de la sociedad se les atribuyó una cuota de responsabilidad moral o política, además de los actores militares?",solr,0.01737380027770996,0.011011600494384766,0.5,1.0,0.028985507246376815,Error al generar la respuesta: name 'prompt' is not defined,01-prólogo.txt_0017|01-prólogo.txt_0018|34-Al filo del caos.txt_0017|03-Antecedentes históricos (1920-1958).txt_0027|28-La toma del Palacio de Justicia.txt_0022,01-prólogo.txt_0013|01-prólogo.txt_0014|01-prólogo.txt_0017|01-prólogo.txt_0018
"¿Cuál fue el interrogante central que guio el estudio de las causas profundas del conflicto, y a qué grupos influyentes de la sociedad se les atribuyó una cuota de responsabilidad moral o política, además de los actores militares?",milvus,0.06472921371459961,0.0054950714111328125,0.0,0.0,0.028985507246376815,Error al generar la respuesta: name 'prompt' is not defined,02-introducción.txt_0025|02-introducción.txt_0009|03-Antecedentes históricos (1920-1958).txt_0027|01-prólogo.txt_0031|02-introducción.txt_0003,01-prólogo.txt_0013|01-prólogo.txt_0014|01-prólogo.txt_0017|01-prólogo.txt_0018
Describa la composición estructural del documento de cierre y mencione dos poblaciones cuyos padecimientos en la guerra fueron abordados específicamente en secciones separadas del análisis.,solr,0.010810613632202148,0.008260965347290039,0.0,0.0,0.03773584905660377,Error al generar la respuesta: name 'prompt' is not defined,01-prólogo.txt_0021|22-El narcotráfico patea el tablero.txt_0028|32-La guerra sucia.txt_0013|03-Antecedentes históricos (1920-1958).txt_0025|22-El narcotráfico patea el tablero.txt_0027,01-prólogo.txt_0019
Describa la composición estructural del documento de cierre y mencione dos poblaciones cuyos padecimientos en la guerra fueron abordados específicamente en secciones separadas del análisis.,milvus,0.03525376319885254,0.0033948421478271484,0.0,0.0,0.03773584905660377,Error al generar la respuesta: name 'prompt' is not defined,01-prólogo.txt_0021|01-prólogo.txt_0025|02-introducción.txt_0008|02-introducción.txt_0057|03-Antecedentes históricos (1920-1958).txt_0027,01-prólogo.txt_0019
"¿Qué clases de métricas cuantitativas sobre temas económicos, sociales y de seguridad interna empleó la entidad investigadora para delinear el alcance de las dinámicas bélicas?",solr,0.01609945297241211,0.008656024932861328,0.0,0.0,0.02702702702702703,Error al generar la respuesta: name 'prompt' is not defined,"01-prólogo.txt_0020|35-No es el pasado, es el futuro.txt_0011|10-De la paz política a la guerra insurgente (1958-1978).txt_0015|35-No es el pasado, es el futuro.txt_0012|10-De la paz política a la guerra insurgente (1958-1978).txt_0016",
"¿Qué clases de métricas cuantitativas sobre temas económicos, sociales y de seguridad interna empleó la entidad investigadora para delinear el alcance de las dinámicas bélicas?",milvus,0.05110931396484375,0.005429267883300781,0.0,0.0,0.02702702702702703,Error al generar la respuesta: name 'prompt' is not defined,02-introducción.txt_0008|01-prólogo.txt_0031|01-prólogo.txt_0014|17-¿Armas o reformas_.txt_0017|12-Pacificación sin paz.txt_0054,
"¿Cuáles fueron las debilidades históricas fundamentales señaladas por la historiografía previa como raíces del conflicto, y qué formas de opresión social profunda añadió la Comisión de la Verdad a ese diagnóstico?",solr,0.015884876251220703,0.010008573532104492,0.5,0.5,0.05405405405405406,Error al generar la respuesta: name 'prompt' is not defined,24-Ni una gota más de sangre.txt_0003|02-introducción.txt_0009|02-introducción.txt_0005|02-introducción.txt_0017|02-introducción.txt_0024,02-introducción.txt_0009|02-introducción.txt_0010
"¿Cuáles fueron las debilidades históricas fundamentales señaladas por la historiografía previa como raíces del conflicto, y qué formas de opresión social profunda añadió la Comisión de la Verdad a ese diagnóstico?",milvus,0.039586782455444336,0.00380706787109375,0.5,1.0,0.05405405405405406,Error al generar la respuesta: name 'prompt' is not defined,02-introducción.txt_0010|02-introducción.txt_0013|02-introducción.txt_0012|02-introducción.txt_0008|02-introducción.txt_0025,02-introducción.txt_0009|02-introducción.txt_0010
