query,backend,total_latency_sec,retrieval_latency_sec,recall_at_k,mrr_at_k,rouge_l_f1,generated_answer,retrieved_ids,relevant_ids
"Según la Comisión de la Verdad, ¿cómo redefinió conceptualmente el conflicto armado interno en Colombia, y qué implicación tuvo esta redefinición para el alcance de las responsabilidades sobre la tragedia?",solr,5.504006862640381,0.025003433227539062,0.0,0.0,0.02564102564102564,No tengo información suficiente.,02-introducción.txt_0006|02-introducción.txt_0016|02-introducción.txt_0007|02-introducción.txt_0004|05-Reformas inconclusas.txt_0018,01-prólogo.txt_0010|01-prólogo.txt_0011|01-prólogo.txt_0012
"Según la Comisión de la Verdad, ¿cómo redefinió conceptualmente el conflicto armado interno en Colombia, y qué implicación tuvo esta redefinición para el alcance de las responsabilidades sobre la tragedia?",milvus,4.946219444274902,0.1123192310333252,0.0,0.0,0.02564102564102564,No tengo información suficiente.,02-introducción.txt_0005|02-introducción.txt_0016|02-introducción.txt_0004|01-prólogo.txt_0020|02-introducción.txt_0017,01-prólogo.txt_0010|01-prólogo.txt_0011|01-prólogo.txt_0012
¿Cuál fue el método de investigación adoptado por la Comisión para la Verdad y qué pregunta macro orientó su trabajo de esclarecimiento sobre la persistencia del conflicto armado?,solr,2.5397727489471436,0.007841110229492188,1.0,1.0,0.8059701492537313,"El método de investigación adoptado por la comisión fue inductivo, es decir, ""de la escucha y la observación abiertas, al análisis y la construcción de conclusiones"".

La pregunta macro que orientó la búsqueda de la verdad fue: ""¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?""",01-prólogo.txt_0008|01-prólogo.txt_0009|02-introducción.txt_0005|02-introducción.txt_0016|02-introducción.txt_0008,01-prólogo.txt_0008|01-prólogo.txt_0009
¿Cuál fue el método de investigación adoptado por la Comisión para la Verdad y qué pregunta macro orientó su trabajo de esclarecimiento sobre la persistencia del conflicto armado?,milvus,2.1094019412994385,0.004056692123413086,0.5,0.25,0.8939393939393939,"La Comisión adoptó un método de investigación inductivo, es decir, de la escucha y la observación abiertas, al análisis y la construcción de conclusiones.

La pregunta macro que orientó la búsqueda de la verdad fue: ¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",02-introducción.txt_0009|02-introducción.txt_0005|02-introducción.txt_0007|01-prólogo.txt_0009|01-prólogo.txt_0003,01-prólogo.txt_0008|01-prólogo.txt_0009
"Más allá de la función de registro histórico, ¿cuál fue el propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final, y cómo reflejó su estructura el compromiso con la visibilización de impactos diferenciados?",solr,5.853785991668701,0.008115053176879883,0.0,0.0,0.1895734597156398,"El propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final fue que este sirviera como un ""puerto de salida"" para un viaje que lleve a la transformación que se necesita, buscando que el ""nunca más"" no sea solo un deseo bien intencionado, sino una política y un compromiso nacional. Este aporte se entrega para que las futuras generaciones no repitan la historia de sangre y dolor.

En cuanto a la estructura, el contexto señala que ""los demás tomos del informe final no tienen una jerarquía y responden a aspectos específicos del mandato que recibimos del acuerdo de paz.""",01-prólogo.txt_0027|01-prólogo.txt_0016|17-¿Armas o reformas_.txt_0004|01-prólogo.txt_0028|12-Pacificación sin paz.txt_0023,01-prólogo.txt_0021|01-prólogo.txt_0022|01-prólogo.txt_0023|01-prólogo.txt_0024
"Más allá de la función de registro histórico, ¿cuál fue el propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final, y cómo reflejó su estructura el compromiso con la visibilización de impactos diferenciados?",milvus,2.866802453994751,0.0024640560150146484,0.25,1.0,0.44329896907216493,"El propósito social y político fundamental que la Comisión buscó darle a la entrega del informe fue que este fuera un ejercicio vivo, un proceso social, político y cultural de debate democrático sobre el pasado y la transformación del presente, sin pretensión de convertir los textos en una verdad oficial.

En cuanto a cómo reflejó su estructura el compromiso con la visibilización de impactos diferenciados, las verdades que los comisionados entregaron al país son un conjunto de verdades históricas, extrajudiciales, complejas y centradas en las víctimas.",01-prólogo.txt_0024|01-prólogo.txt_0025|01-prólogo.txt_0009|02-introducción.txt_0008|01-prólogo.txt_0016,01-prólogo.txt_0021|01-prólogo.txt_0022|01-prólogo.txt_0023|01-prólogo.txt_0024
¿Cómo delimitó la Comisión de la Verdad el periodo central de esclarecimiento del conflicto armado y qué función conceptual cumplió el periodo histórico anterior a esa delimitación?,solr,3.8799936771392822,0.006276130676269531,0.75,1.0,0.6216216216216216,"La Comisión de la Verdad delimitó el periodo central de esclarecimiento del conflicto armado insurgente-contrainsurgente entre 1958 y 2016 (y su persistencia), tomando el año 1958, con la creación del Frente Nacional, como un partidor de aguas.

El periodo histórico anterior (1920-1958) cumplió la función de ser un periodo de contexto, que permite explicar cómo se imbricaron los hechos que desataron la guerra, pero no fue objeto de esclarecimiento.",02-introducción.txt_0007|02-introducción.txt_0016|01-prólogo.txt_0002|02-introducción.txt_0020|02-introducción.txt_0006,02-introducción.txt_0006|02-introducción.txt_0007|02-introducción.txt_0016|02-introducción.txt_0017
¿Cómo delimitó la Comisión de la Verdad el periodo central de esclarecimiento del conflicto armado y qué función conceptual cumplió el periodo histórico anterior a esa delimitación?,milvus,3.3941614627838135,0.003165721893310547,0.25,1.0,0.5421686746987951,"La Comisión de la Verdad tomó el año 1958, con la creación del Frente Nacional, como un partidor de aguas entre la guerra civil bipartidista y el conflicto armado interno. Por ello, inició en ese año su proceso de esclarecimiento.

Respecto al periodo anterior, la Comisión consideró necesario abordar un periodo de contexto, remontándose a los años veinte (cuando comenzaron a expresarse problemas sociales y de clase), para explicar cómo se imbricaron los hechos que desataron la guerra y para enmarcar un proceso de larga duración.",02-introducción.txt_0007|02-introducción.txt_0009|12-Pacificación sin paz.txt_0012|01-prólogo.txt_0003|28-La toma del Palacio de Justicia.txt_0004,02-introducción.txt_0006|02-introducción.txt_0007|02-introducción.txt_0016|02-introducción.txt_0017
"Además de las fallas geológicas en la construcción de la nación identificadas por la Comisión Histórica del Conflicto y sus Víctimas (CHCV), ¿qué tipos de violencias estructurales hasta entonces invisibles agregó la Comisión de la Verdad a su análisis del conflicto armado interno?",solr,2.181502342224121,0.00644373893737793,1.0,1.0,0.7000000000000001,"A estas fallas, la Comisión de la Verdad sumó la necesidad de analizar algunas violencias estructurales cuyo vínculo con el conflicto armado interno había sido, hasta hace poco, invisible: el patriarcado, el racismo y las múltiples discriminaciones por clase social, región o corrientes de pensamiento.",02-introducción.txt_0005|02-introducción.txt_0006|02-introducción.txt_0014|02-introducción.txt_0016|01-prólogo.txt_0009,02-introducción.txt_0005|02-introducción.txt_0006
"Además de las fallas geológicas en la construcción de la nación identificadas por la Comisión Histórica del Conflicto y sus Víctimas (CHCV), ¿qué tipos de violencias estructurales hasta entonces invisibles agregó la Comisión de la Verdad a su análisis del conflicto armado interno?",milvus,2.315675973892212,0.003627300262451172,1.0,1.0,0.6837606837606837,"La Comisión de la Verdad sumó la necesidad de analizar algunas violencias estructurales cuyo vínculo con el conflicto armado interno había sido, hasta hace poco, invisible: el patriarcado, el racismo y las múltiples discriminaciones por clase social, región o corrientes de pensamiento.",02-introducción.txt_0006|02-introducción.txt_0009|03-Antecedentes históricos (1920-1958).txt_0018|01-prólogo.txt_0014|02-introducción.txt_0005,02-introducción.txt_0005|02-introducción.txt_0006
