query,backend,total_latency_sec,retrieval_latency_sec,recall_at_k,mrr_at_k,rouge_l_f1,generated_answer,retrieved_ids,relevant_ids
"Según la Comisión de la Verdad, ¿cómo redefinió conceptualmente el conflicto armado interno en Colombia, y qué implicación tuvo esta redefinición para el alcance de las responsabilidades sobre la tragedia?",solr,7.026366233825684,0.005584716796875,0.0,0.0,0.15859030837004406,"Según la información proporcionada, la Comisión de la Verdad redefinió conceptualmente el conflicto armado interno al sumar a las fallas geológicas tradicionales (como la cuestión agraria o la debilidad institucional) la necesidad de analizar algunas violencias estructurales cuyo vínculo con el conflicto había sido, hasta hace poco, invisible: el patriarcado, el racismo y las múltiples discriminaciones por clase social, región o corrientes de pensamiento. Adicionalmente, consideró importante conocer cómo los protagonistas del conflicto y sus víctimas leyeron ciertos contextos, tomaron decisiones y ejecutaron acciones.

La implicación de esta redefinición para el alcance de la tragedia fue que la Comisión intentó responder a las preguntas sobre el origen del conflicto, su desarrollo y la actuación de los diferentes grupos e instituciones involucrados, buscando la comprensión de la violencia política, sus transformaciones y degradación, así como su persistencia.",02-introducción.txt_0006|02-introducción.txt_0016|02-introducción.txt_0007|02-introducción.txt_0004|05-Reformas inconclusas.txt_0018,01-prólogo.txt_0010|01-prólogo.txt_0011|01-prólogo.txt_0012
"Según la Comisión de la Verdad, ¿cómo redefinió conceptualmente el conflicto armado interno en Colombia, y qué implicación tuvo esta redefinición para el alcance de las responsabilidades sobre la tragedia?",milvus,3.7246203422546387,0.003387928009033203,0.6666666666666666,1.0,0.5824175824175825,"La Comisión de la Verdad redefinió conceptualmente el conflicto armado en Colombia al establecer que este ""no se reduce al enfrentamiento entre aparatos armados ni fue una guerra solamente ideológica"", sino que lo definió como un ""entramado de alianzas, actores e intereses"".

Esta redefinición tuvo la implicación de que las responsabilidades sobre la tragedia van ""más allá de quienes empuñaron las armas"", y se extienden como una responsabilidad ética y política (y en algunos casos, una responsabilidad directa) de sectores políticos (de todas las ideologías), económicos, criminales, sociales y culturales. Además, la guerra tiene responsables directos e indirectos.",01-prólogo.txt_0011|01-prólogo.txt_0012|02-introducción.txt_0005|02-introducción.txt_0004|02-introducción.txt_0016,01-prólogo.txt_0010|01-prólogo.txt_0011|01-prólogo.txt_0012
¿Cuál fue el método de investigación adoptado por la Comisión para la Verdad y qué pregunta macro orientó su trabajo de esclarecimiento sobre la persistencia del conflicto armado?,solr,2.7160494327545166,0.0035064220428466797,1.0,1.0,0.8059701492537313,"El método de investigación adoptado por la Comisión fue inductivo, es decir, de la escucha y la observación abiertas, al análisis y la construcción de conclusiones.

La pregunta macro que orientó la búsqueda de la verdad fue: ¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",01-prólogo.txt_0008|01-prólogo.txt_0009|02-introducción.txt_0005|02-introducción.txt_0016|02-introducción.txt_0008,01-prólogo.txt_0008|01-prólogo.txt_0009
¿Cuál fue el método de investigación adoptado por la Comisión para la Verdad y qué pregunta macro orientó su trabajo de esclarecimiento sobre la persistencia del conflicto armado?,milvus,2.9221549034118652,0.00429534912109375,1.0,1.0,0.8939393939393939,"La Comisión adoptó un método de investigación inductivo, es decir, de la escucha y la observación abiertas, al análisis y la construcción de conclusiones.

La pregunta macro que orientó la búsqueda de la verdad fue: ¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",01-prólogo.txt_0008|01-prólogo.txt_0009|02-introducción.txt_0004|02-introducción.txt_0005|02-introducción.txt_0006,01-prólogo.txt_0008|01-prólogo.txt_0009
"Más allá de la función de registro histórico, ¿cuál fue el propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final, y cómo reflejó su estructura el compromiso con la visibilización de impactos diferenciados?",solr,5.294453859329224,0.003629922866821289,0.0,0.0,0.20408163265306123,"El propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final fue que este no fuera un puerto de llegada, sino ""uno de salida, para un viaje que lleve a la transformación que se necesita, nunca más para que ese no sea un deseo bien intencionado, sino una política y un compromiso nacional."" La Comisión entregó su aporte para que el proceso continúe y se lo apropien esta generación y las venideras, con el fin de que las futuras generaciones ""no repitan la historia de sangre y dolor.""

En cuanto a la estructura del informe, el compromiso con la visibilización de impactos diferenciados se reflejó en que los demás tomos del informe final ""no tienen una jerarquía y responden a aspectos específicos del mandato que recibimos del acuerdo de paz.""",01-prólogo.txt_0027|01-prólogo.txt_0016|17-¿Armas o reformas_.txt_0004|01-prólogo.txt_0028|12-Pacificación sin paz.txt_0023,01-prólogo.txt_0021|01-prólogo.txt_0022|01-prólogo.txt_0023|01-prólogo.txt_0024
"Más allá de la función de registro histórico, ¿cuál fue el propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final, y cómo reflejó su estructura el compromiso con la visibilización de impactos diferenciados?",milvus,5.336946725845337,0.0026826858520507812,0.25,1.0,0.4126984126984127,"El propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final fue que este fuera un ejercicio vivo, un proceso social, político y cultural de debate democrático sobre el pasado y la transformación del presente, sin pretensión de convertirse en una verdad oficial.

Respecto a la estructura, el texto indica que los demás tomos del informe final no tienen una jerarquía y responden a aspectos específicos del mandato que la Comisión recibió del acuerdo de paz.",01-prólogo.txt_0024|01-prólogo.txt_0004|01-prólogo.txt_0025|01-prólogo.txt_0016|01-prólogo.txt_0003,01-prólogo.txt_0021|01-prólogo.txt_0022|01-prólogo.txt_0023|01-prólogo.txt_0024
¿Cómo delimitó la Comisión de la Verdad el periodo central de esclarecimiento del conflicto armado y qué función conceptual cumplió el periodo histórico anterior a esa delimitación?,solr,3.6063785552978516,0.0032188892364501953,0.75,1.0,0.7142857142857142,"La Comisión de la Verdad delimitó el periodo central de esclarecimiento del conflicto armado entre 1958 y 2016 (y su persistencia), tomando el año 1958, con la creación del Frente Nacional, como un partidor de aguas.

El periodo histórico anterior, que se remonta a los años veinte (1920-1958), cumplió la función de ser un periodo de contexto, necesario para explicar cómo se imbricaron los hechos que desataron la guerra, pero no fue objeto de esclarecimiento.",02-introducción.txt_0007|02-introducción.txt_0016|01-prólogo.txt_0002|02-introducción.txt_0020|02-introducción.txt_0006,02-introducción.txt_0006|02-introducción.txt_0007|02-introducción.txt_0016|02-introducción.txt_0017
¿Cómo delimitó la Comisión de la Verdad el periodo central de esclarecimiento del conflicto armado y qué función conceptual cumplió el periodo histórico anterior a esa delimitación?,milvus,5.198869466781616,0.0026559829711914062,0.75,1.0,0.5076142131979695,"La Comisión de la Verdad delimitó el periodo central de esclarecimiento de lo acontecido durante el conflicto armado insurgente-contrainsurgente entre 1958 y 2016 (y su persistencia). Tomó el año 1958, con la creación del Frente Nacional, como un partidor de aguas entre la guerra civil bipartidista y el conflicto armado interno, e inició en ese año su proceso de esclarecimiento.

El periodo histórico anterior a esa delimitación (antecedentes 1920-1958) cumplió la función conceptual de ser un ""periodo de contexto"" que permitió explicar cómo se imbricaron los hechos que desataron la guerra, remontándose a los años veinte cuando comenzaron a expresarse problemas sociales y de clase. Sin embargo, este periodo no fue objeto de esclarecimiento.",02-introducción.txt_0006|02-introducción.txt_0007|02-introducción.txt_0016|02-introducción.txt_0005|01-prólogo.txt_0002,02-introducción.txt_0006|02-introducción.txt_0007|02-introducción.txt_0016|02-introducción.txt_0017
"Además de las fallas geológicas en la construcción de la nación identificadas por la Comisión Histórica del Conflicto y sus Víctimas (CHCV), ¿qué tipos de violencias estructurales hasta entonces invisibles agregó la Comisión de la Verdad a su análisis del conflicto armado interno?",solr,2.38273286819458,0.003960847854614258,1.0,1.0,0.6837606837606837,"La Comisión de la Verdad sumó la necesidad de analizar algunas violencias estructurales cuyo vínculo con el conflicto armado interno había sido, hasta hace poco, invisible: el patriarcado, el racismo y las múltiples discriminaciones por clase social, región o corrientes de pensamiento.",02-introducción.txt_0005|02-introducción.txt_0006|02-introducción.txt_0014|02-introducción.txt_0016|01-prólogo.txt_0009,02-introducción.txt_0005|02-introducción.txt_0006
"Además de las fallas geológicas en la construcción de la nación identificadas por la Comisión Histórica del Conflicto y sus Víctimas (CHCV), ¿qué tipos de violencias estructurales hasta entonces invisibles agregó la Comisión de la Verdad a su análisis del conflicto armado interno?",milvus,2.515455484390259,0.002867460250854492,1.0,1.0,0.6837606837606837,"La Comisión de la Verdad sumó la necesidad de analizar algunas violencias estructurales cuyo vínculo con el conflicto armado interno había sido, hasta hace poco, invisible: el patriarcado, el racismo y las múltiples discriminaciones por clase social, región o corrientes de pensamiento.",02-introducción.txt_0005|02-introducción.txt_0006|02-introducción.txt_0004|02-introducción.txt_0016|01-prólogo.txt_0014,02-introducción.txt_0005|02-introducción.txt_0006
