query,backend,total_latency_sec,retrieval_latency_sec,recall_at_k,mrr_at_k,rouge_l_f1,generated_answer,retrieved_ids,relevant_ids
"Según la Comisión de la Verdad, ¿cómo redefinió conceptualmente el conflicto armado interno en Colombia, y qué implicación tuvo esta redefinición para el alcance de las responsabilidades sobre la tragedia?",solr,4.6434221267700195,0.005288600921630859,0.0,0.0,0.02564102564102564,No tengo información suficiente.,02-introducción.txt_0006|02-introducción.txt_0016|02-introducción.txt_0007|02-introducción.txt_0004|05-Reformas inconclusas.txt_0018,01-prólogo.txt_0010|01-prólogo.txt_0011|01-prólogo.txt_0012
"Según la Comisión de la Verdad, ¿cómo redefinió conceptualmente el conflicto armado interno en Colombia, y qué implicación tuvo esta redefinición para el alcance de las responsabilidades sobre la tragedia?",milvus,4.754870653152466,0.11485528945922852,0.6666666666666666,1.0,0.5520833333333334,"La Comisión de la Verdad redefinió conceptualmente el conflicto armado en Colombia, destacando que no se reduce al enfrentamiento entre aparatos armados ni fue una guerra solamente ideológica. En su lugar, lo definió como un **entramado de alianzas, actores e intereses**.

Esta redefinición tuvo la implicación de que las responsabilidades sobre la tragedia que el conflicto representa **van más allá de quienes empuñaron las armas**. La responsabilidad se extiende como una responsabilidad ética y política –y en algunos casos, una responsabilidad directa– de sectores políticos (de todas las ideologías), económicos, criminales, sociales y culturales. La guerra tiene responsables directos e indirectos que deben responder por las decisiones que tomaron.",01-prólogo.txt_0011|01-prólogo.txt_0012|02-introducción.txt_0005|02-introducción.txt_0004|02-introducción.txt_0016,01-prólogo.txt_0010|01-prólogo.txt_0011|01-prólogo.txt_0012
¿Cuál fue el método de investigación adoptado por la Comisión para la Verdad y qué pregunta macro orientó su trabajo de esclarecimiento sobre la persistencia del conflicto armado?,solr,2.8048994541168213,0.005063772201538086,1.0,1.0,0.8939393939393939,"La comisión adoptó un método de investigación inductivo, es decir, de la escucha y la observación abiertas, al análisis y la construcción de conclusiones.

La pregunta macro que orientó la búsqueda de la verdad fue: ¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",01-prólogo.txt_0008|01-prólogo.txt_0009|02-introducción.txt_0005|02-introducción.txt_0016|02-introducción.txt_0008,01-prólogo.txt_0008|01-prólogo.txt_0009
¿Cuál fue el método de investigación adoptado por la Comisión para la Verdad y qué pregunta macro orientó su trabajo de esclarecimiento sobre la persistencia del conflicto armado?,milvus,2.706768035888672,0.0028276443481445312,1.0,1.0,0.8939393939393939,"La comisión adoptó un método de investigación inductivo, es decir, de la escucha y la observación abiertas, al análisis y la construcción de conclusiones.

La pregunta macro que orientó la búsqueda de la verdad fue: ¿por qué, a pesar de los múltiples acuerdos y procesos de paz, el conflicto armado no logra cerrarse completamente y, en cambio, se recicla?",01-prólogo.txt_0008|01-prólogo.txt_0009|02-introducción.txt_0004|02-introducción.txt_0005|02-introducción.txt_0006,01-prólogo.txt_0008|01-prólogo.txt_0009
"Más allá de la función de registro histórico, ¿cuál fue el propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final, y cómo reflejó su estructura el compromiso con la visibilización de impactos diferenciados?",solr,9.63448691368103,0.004569530487060547,0.0,0.0,0.18106995884773663,"El propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final fue que este sirviera como un ""puerto de salida"" (y no de llegada) para un viaje que lleve a la transformación que se necesita, buscando que el ""nunca más"" se convierta en una política y un compromiso nacional, y para que las futuras generaciones no repitan la historia de sangre y dolor.

Respecto a cómo reflejó su estructura el compromiso con la visibilización de impactos diferenciados, el contexto solo indica que los demás tomos del informe final ""no tienen una jerarquía y responden a aspectos específicos del mandato"", pero no explica cómo esta organización visibiliza el compromiso con los impactos diferenciados. Por lo tanto, no tengo información suficiente para responder completamente esta parte de la pregunta.",01-prólogo.txt_0027|01-prólogo.txt_0016|17-¿Armas o reformas_.txt_0004|01-prólogo.txt_0028|12-Pacificación sin paz.txt_0023,01-prólogo.txt_0021|01-prólogo.txt_0022|01-prólogo.txt_0023|01-prólogo.txt_0024
"Más allá de la función de registro histórico, ¿cuál fue el propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final, y cómo reflejó su estructura el compromiso con la visibilización de impactos diferenciados?",milvus,6.605788230895996,0.004881381988525391,0.25,1.0,0.3399209486166008,"El propósito social y político fundamental que la Comisión buscó darle a la entrega del informe final fue que este fuera un ""ejercicio vivo, un proceso social, político y cultural de debate democrático sobre el pasado y la transformación del presente,"" sin la pretensión de ser una verdad oficial. El objetivo era servir como un hito importante de la reflexión sobre el pasado que mira al futuro con esperanza, y contribuir a un horizonte que permitiera ""dejar atrás la guerra para siempre.""

En cuanto a la estructura, el informe se compone de varios tomos que ""no tienen una jerarquía y responden a aspectos específicos del mandato"" recibido del acuerdo de paz. El contexto no detalla explícitamente cómo esta estructura de tomos sin jerarquía visibiliza los impactos diferenciados, más allá de la mención de que responden a aspectos específicos del mandato.",01-prólogo.txt_0024|01-prólogo.txt_0004|01-prólogo.txt_0025|01-prólogo.txt_0016|01-prólogo.txt_0003,01-prólogo.txt_0021|01-prólogo.txt_0022|01-prólogo.txt_0023|01-prólogo.txt_0024
¿Cómo delimitó la Comisión de la Verdad el periodo central de esclarecimiento del conflicto armado y qué función conceptual cumplió el periodo histórico anterior a esa delimitación?,solr,4.1306068897247314,0.00416254997253418,0.75,1.0,0.5524861878453038,"La Comisión de la Verdad delimitó el periodo central de esclarecimiento de lo acontecido durante el conflicto armado insurgente-contrainsurgente entre 1958 y 2016 (y su persistencia). Tomó el año 1958, con la creación del Frente Nacional, como un partidor de aguas para iniciar su proceso.

La función conceptual del periodo histórico anterior (antecedentes 1920-1958) fue la de servir como un ""periodo de contexto"" que permitiera explicar cómo se imbricaron los hechos que desataron la guerra, remontándose a los años veinte cuando comenzaron a expresarse problemas sociales y de clase. Sin embargo, este periodo de contexto no fue objeto de esclarecimiento.",02-introducción.txt_0007|02-introducción.txt_0016|01-prólogo.txt_0002|02-introducción.txt_0020|02-introducción.txt_0006,02-introducción.txt_0006|02-introducción.txt_0007|02-introducción.txt_0016|02-introducción.txt_0017
¿Cómo delimitó la Comisión de la Verdad el periodo central de esclarecimiento del conflicto armado y qué función conceptual cumplió el periodo histórico anterior a esa delimitación?,milvus,5.024348258972168,0.002605438232421875,0.75,1.0,0.47058823529411764,"La Comisión de la Verdad delimitó el periodo central de esclarecimiento de lo acontecido durante el conflicto armado insurgente-contrainsurgente entre 1958 y 2016 (y su persistencia). Tomó el año 1958, con la creación del Frente Nacional, como un partidor de aguas entre la guerra civil bipartidista y el conflicto armado interno, e inició en ese año su proceso de esclarecimiento.

La función conceptual cumplida por el periodo histórico anterior fue la de ser un ""periodo de contexto"" (antecedentes 1920-1958), que permitió explicar cómo se imbricaron los hechos que desataron la guerra. Se remonta a los años veinte, cuando comenzaron a expresarse problemas sociales y de clase. Se aclara que estos antecedentes fueron considerados como parte del contexto, pero no fueron objeto de esclarecimiento.",02-introducción.txt_0006|02-introducción.txt_0007|02-introducción.txt_0016|02-introducción.txt_0005|01-prólogo.txt_0002,02-introducción.txt_0006|02-introducción.txt_0007|02-introducción.txt_0016|02-introducción.txt_0017
"Además de las fallas geológicas en la construcción de la nación identificadas por la Comisión Histórica del Conflicto y sus Víctimas (CHCV), ¿qué tipos de violencias estructurales hasta entonces invisibles agregó la Comisión de la Verdad a su análisis del conflicto armado interno?",solr,2.732248306274414,0.00484013557434082,1.0,1.0,0.75,"Además de las fallas geológicas identificadas por la CHCV, la Comisión de la Verdad sumó la necesidad de analizar algunas violencias estructurales cuyo vínculo con el conflicto armado interno había sido, hasta hace poco, invisible: el patriarcado, el racismo y las múltiples discriminaciones por clase social, región o corrientes de pensamiento.",02-introducción.txt_0005|02-introducción.txt_0006|02-introducción.txt_0014|02-introducción.txt_0016|01-prólogo.txt_0009,02-introducción.txt_0005|02-introducción.txt_0006
"Además de las fallas geológicas en la construcción de la nación identificadas por la Comisión Histórica del Conflicto y sus Víctimas (CHCV), ¿qué tipos de violencias estructurales hasta entonces invisibles agregó la Comisión de la Verdad a su análisis del conflicto armado interno?",milvus,2.459890365600586,0.0032806396484375,1.0,1.0,0.6837606837606837,"La Comisión de la Verdad sumó la necesidad de analizar algunas violencias estructurales cuyo vínculo con el conflicto armado interno había sido, hasta hace poco, invisible: el patriarcado, el racismo y las múltiples discriminaciones por clase social, región o corrientes de pensamiento.",02-introducción.txt_0005|02-introducción.txt_0006|02-introducción.txt_0004|02-introducción.txt_0016|01-prólogo.txt_0014,02-introducción.txt_0005|02-introducción.txt_0006
